temperature,pressure,humidity,light,oxidised,reduced,nh3,pm1,pm25,pm10,timestamp
13.717950303637837,603.2490271794381,86.81697299209922,85.7619,787.8356164383567,72.8702928870293,2877.333333333346,1,1,1,1622647635845
16.959402482893722,1015.627331195496,38.38548586014745,85.20895,8.033264033264034,127.88059701492539,6.6653102746693795,1,1,1,1622647636956
16.909796016346075,1015.6291423293233,38.3151104355988,85.20895,7.24435318275154,188.44444444444449,11.322404371584701,1,1,1,1622647638066
16.957397085199986,1015.635544998502,38.309061666552005,77.34005,6.921348314606742,234.5660377358492,16.641509433962266,1,1,1,1622647639169
17.012854663118166,1015.635916796749,38.20933775863615,77.34005,6.6653102746693795,275.1827956989248,21.9746835443038,1,1,1,1622647640282
17.071085145382188,1015.6394945488814,38.11543412413115,77.34005,6.538071065989848,310.6666666666667,27.130904183535765,1,1,1,1622647641383
17.04227535282113,1015.6418449866727,38.05077185096742,77.5588,6.474645030425965,341.41935483870975,32.12589413447783,1,1,1,1622647642478
17.07647423543341,1015.6394294560747,38.009634639599874,77.34005,6.411347517730497,365.9178082191783,36.911010558069385,1,1,1,1622647643592
17.065688233796905,1015.6424692040268,37.95071928053514,77.34005,6.411347517730497,387.16546762589945,41.622820919175915,1,1,1,1622647644704
16.996131257384185,1015.6474001897891,37.90942475045537,77.5588,6.411347517730497,403.7014925373137,46.155887230514104,1,1,1,1622647645803
16.9502221049287,1015.6534606696092,37.85065397299631,77.34005,6.474645030425965,417.84615384615415,50.57439446366783,1,1,1,1622647646872
16.912709877368165,1015.65140022731,37.786198857738555,77.34005,6.538071065989848,432.88888888888926,54.59245960502694,1,1,1,1622647647940
16.773014556266837,1015.6522336758234,37.78627564169314,77.5588,6.538071065989848,444.8130081300816,58.71135940409685,1,1,1,1622647649042
16.721175748026404,1015.6503955780953,37.79216914355118,77.34005,6.6016260162601625,453.0909090909091,62.68978805394992,1,1,1,1622647650154
16.754066499881223,1015.6471030173665,37.79222716086125,77.34005,6.6653102746693795,461.64705882352973,66.46520874751492,1,1,1,1622647651265
16.74020207012844,1015.6461783378602,37.7864406884598,77.5588,6.793068297655455,470.4957264957265,70.22950819672131,1,1,1,1622647652374
16.769857791132257,1015.6408198794087,37.78651500651403,77.34005,6.857142857142857,479.6521739130438,73.6842105263158,1,1,1,1622647653475
16.833220479271535,1015.6450899174483,37.7924543355654,77.34005,6.921348314606742,484.350877192983,77.0453563714903,1,1,1,1622647654584
16.80043780887831,1015.6432573518192,37.7748730147936,77.34005,6.985685071574643,494.0000000000002,80.28318584070797,1,1,1,1622647655670
16.747242368495296,1015.6440372659506,37.83915399490079,81.1074,7.114754098360656,498.9549549549553,83.36651583710409,1,1,1,1622647656741
16.72924842395993,1015.6458810856817,37.95033152829391,82.8817,7.17948717948718,494.0000000000002,85.93548387096776,1,1,1,1622647657850
16.850025507342185,1015.6458203158045,38.079013475235236,77.34005,7.24435318275154,498.9549549549553,88.60093896713614,1,1,1,1622647658952
16.76532578002277,1015.6464484805491,38.137394299682754,76.7871,7.309352517985612,494.0000000000002,90.66666666666669,1,1,1,1622647660063
16.843861101486553,1015.6491384012722,38.26018816362859,77.34005,7.374485596707819,498.9549549549553,92.79227053140094,1,1,1,1622647661166
16.941806665084712,1015.6625311088173,38.23063338164194,77.34005,7.505154639175258,509.1376146788992,95.35135135135138,1,1,1,1622647662276
16.988483653635786,1015.6610850561815,38.054700159191846,82.8817,7.570691434468523,514.3703703703707,98.00000000000001,1,1,1,1622647663385
16.874560558096636,1015.6650619338085,37.83785851356435,79.3331,7.7021716649431236,514.3703703703707,99.94936708860764,1,1,1,1622647664490
16.962063001332734,1015.6668202423436,37.796856990042414,92.74365,7.768115942028986,519.7009345794397,102.35475578406171,1,1,1,1622647665587
